"","REF_AREA","Reference_area","TIME_PERIOD","health_status_F","health_status_B","health_status_G","Upper secondary or post-secondary non-tertiary education","Tertiary education","Below upper secondary education","Motor vehicle theft","Mortality from transport accidents","Intentional homicides","Social support","Lack of social support","Feeling lonely","Life satisfaction","Satisfaction with personal relationships"
"1","ARG","Argentina",2004,NA,NA,NA,32.082676,16.711861,51.205463,NA,NA,NA,NA,NA,NA,NA,NA
"2","ARG","Argentina",2005,NA,NA,NA,32.370968,17.471054,50.157974,NA,NA,NA,NA,NA,NA,NA,NA
"3","ARG","Argentina",2006,NA,NA,NA,33.696232,17.830963,48.472809,NA,NA,NA,NA,NA,NA,NA,NA
"4","ARG","Argentina",2008,NA,NA,NA,35.221363,18.973812,45.804825,NA,NA,NA,NA,NA,NA,NA,NA
"5","ARG","Argentina",2009,NA,NA,NA,35.687149,19.518599,44.794254,NA,NA,NA,NA,NA,NA,NA,NA
"6","ARG","Argentina",2010,NA,NA,NA,36.519707,20.111586,43.36871,NA,NA,NA,90.156299608,8.6223957723,NA,NA,NA
"7","ARG","Argentina",2011,NA,NA,NA,37.009579,20.237337,42.753086,NA,NA,NA,89.2144180621,9.887693696,NA,NA,NA
"8","ARG","Argentina",2012,NA,NA,NA,38.027462,20.556126,41.416412,NA,NA,NA,89.2144180621,9.887693696,NA,NA,NA
"9","ARG","Argentina",2013,NA,NA,NA,38.308643,21.056189,40.635166,NA,NA,NA,89.2144180621,9.887693696,NA,NA,NA
"10","ARG","Argentina",2014,NA,NA,NA,38.217319,20.534544,41.248135,NA,NA,NA,90.2197378819,9.0184446699,NA,NA,NA
"11","ARG","Argentina",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2197378819,9.0184446699,NA,NA,NA
"12","ARG","Argentina",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2197378819,9.0184446699,NA,NA,NA
"13","ARG","Argentina",2017,NA,NA,NA,39.8472023,21.29040909,38.31905365,NA,NA,NA,89.8206332448,9.870592493,NA,NA,NA
"14","ARG","Argentina",2018,NA,NA,NA,40.87559128,21.80264664,36.765522,NA,NA,NA,89.8206332448,9.870592493,NA,NA,NA
"15","ARG","Argentina",2019,NA,NA,NA,41.15095901,22.66526985,35.54158783,NA,NA,NA,89.8206332448,9.870592493,NA,NA,NA
"16","ARG","Argentina",2020,NA,NA,NA,40.19525528,22.26409912,36.9330368,NA,NA,NA,88.4507335783,10.8332761189,NA,NA,NA
"17","ARG","Argentina",2021,NA,NA,NA,41.55836868,24.63621902,33.28401184,NA,NA,NA,88.4507335783,10.8332761189,NA,NA,NA
"18","ARG","Argentina",2022,NA,NA,NA,42.18297195,23.68571091,33.57898712,NA,NA,NA,88.4507335783,10.8332761189,NA,NA,NA
"19","ARG","Argentina",2023,NA,NA,NA,43.56904221,23.67523003,32.17717361,NA,NA,NA,90.3251426978,9.2238538407,NA,NA,NA
"20","AUS","Australia",2007,11,4.1,84.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA
"21","AUS","Australia",2010,NA,NA,NA,NA,NA,NA,248.8,7,1.1,94.7713258923,4.9265433236,NA,7.5,NA
"22","AUS","Australia",2011,10.7,4,85.4,NA,NA,NA,251,7,1.1,94.4150057251,5.3241850172,NA,7.5,NA
"23","AUS","Australia",2012,NA,NA,NA,NA,NA,NA,257.6,7,1.1,94.4150057251,5.3241850172,NA,7.5,NA
"24","AUS","Australia",2013,NA,NA,NA,NA,NA,NA,227.1,6,1.1,94.4150057251,5.3241850172,NA,7.5,NA
"25","AUS","Australia",2014,10.4,4.4,85.2,35.202309,41.901855,22.895836,213.7,6,1.1,93.5628795368,6.0415962411,NA,7.5,NA
"26","AUS","Australia",2015,NA,NA,NA,36.130348,42.888756,20.980896,216.3,6,1,93.5628795368,6.0415962411,NA,7.5,NA
"27","AUS","Australia",2016,NA,NA,NA,36.188747,43.7439,20.067352,231.7,6,0.9,93.5628795368,6.0415962411,NA,7.5,NA
"28","AUS","Australia",2017,11,3.7,85.2,35.631668,45.355675,19.012659,213.2,6,0.8,94.095000821,5.550077771,NA,7.5,NA
"29","AUS","Australia",2018,NA,NA,NA,36.163879,45.727478,18.108641,213.8,5,0.9,94.095000821,5.550077771,NA,7.5,NA
"30","AUS","Australia",2019,NA,NA,NA,35.737366,47.129978,17.132658,228.8,6,0.9,94.095000821,5.550077771,NA,7.5,NA
"31","AUS","Australia",2020,NA,NA,NA,34.417572,49.337452,16.244976,187.5,5,0.9,92.9694706655,6.7136780167,NA,7.2,NA
"32","AUS","Australia",2021,NA,NA,NA,34.763252,49.767868,15.46888,193.6,5,0.7,92.9694706655,6.7136780167,NA,7.2,NA
"33","AUS","Australia",2022,11.3,3.8,85,33.74349594,51.4958992,14.76060295,NA,NA,NA,92.9694706655,6.7136780167,NA,7.2,NA
"34","AUS","Australia",2023,NA,NA,NA,34.23783875,51.4030571,14.35910416,NA,NA,NA,89.3636183725,10.3368659028,NA,7.2,NA
"35","AUS","Australia",2024,NA,NA,NA,33.9024543762207,53.0903701782227,13.0071773529053,NA,NA,NA,NA,NA,NA,7.2,NA
"36","AUT","Austria",2004,NA,NA,NA,51.550304,24.783438,23.66626,NA,NA,NA,NA,NA,3.4708502358,7.8100056064,8.4886009036
"37","AUT","Austria",2005,NA,NA,NA,52.305584,24.639351,23.055067,NA,NA,NA,NA,NA,3.4708502358,7.8100056064,8.4886009036
"38","AUT","Austria",2006,NA,NA,NA,54.771961,25.356432,19.871609,NA,NA,NA,NA,NA,3.4708502358,7.8100056064,8.4886009036
"39","AUT","Austria",2007,19.3,8.4,72.3,54.844437,25.092672,20.062889,NA,NA,NA,NA,NA,3.4708502358,7.8100056064,8.4886009036
"40","AUT","Austria",2008,21.1,8.9,70,54.688057,26.191858,19.120087,NA,NA,NA,NA,NA,3.4708502358,7.8100056064,8.4886009036
"41","AUT","Austria",2009,21.2,8.7,70,54.749195,26.895824,18.354979,NA,NA,NA,NA,NA,3.4708502358,7.8100056064,8.4886009036
"42","AUT","Austria",2010,21.3,9.3,69.5,54.608784,27.743721,17.647495,61.6,7,0.7,91.452772301,7.8462921317,3.4708502358,7.8100056064,8.4886009036
"43","AUT","Austria",2011,21.8,9.5,68.7,54.407017,27.956152,17.636829,61.5,6.71,1,93.9589030272,5.3236208192,3.4708502358,7.8100056064,8.4886009036
"44","AUT","Austria",2012,21,9,70,54.176529,28.739943,17.08353,45.1,7.07,1,93.9589030272,5.3236208192,3.4708502358,7.8100056064,8.4886009036
"45","AUT","Austria",2013,22.4,9.1,68.6,53.233154,29.738844,17.028002,11.5,5.91,0.7,93.9589030272,5.3236208192,3.4708502358,7.8100056064,8.4886009036
"46","AUT","Austria",2014,21.6,8.9,69.5,53.951103,29.904896,16.143999,12.4,5.8,0.5,91.5153156883,8.1955118283,3.4708502358,8.0024162941,8.5834914586
"47","AUT","Austria",2015,21.4,8.8,69.8,54.097969,30.550726,15.351305,19.5,5.94,0.5,91.5153156883,8.1955118283,3.4708502358,8.0024162941,8.5834914586
"48","AUT","Austria",2016,21.7,8.1,70.2,53.144444,31.383963,15.471591,20.4,5.37,0.6,91.5153156883,8.1955118283,3.4708502358,8.0024162941,8.5834914586
"49","AUT","Austria",2017,21.7,8,70.3,52.568035,32.39439,15.037577,17.8,5.19,0.7,92.1018243735,7.2085140485,3.4708502358,8.0024162941,8.5834914586
"50","AUT","Austria",2018,20.2,8.1,71.7,52.586048,32.711426,14.702526,17.9,4.98,0.8,92.1018243735,7.2085140485,3.4708502358,8.0024162941,8.5834914586
"51","AUT","Austria",2019,21,7.8,71.2,51.790359,33.773777,14.435863,18.3,5,0.8,92.1018243735,7.2085140485,4.2547728909,7.9919458767,8.5634548772
"52","AUT","Austria",2020,18.5,7.5,74,51.452774,34.205894,14.341329,14.4,4,0.6,88.6930648755,11.1836868039,4.2547728909,7.9919458767,8.5634548772
"53","AUT","Austria",2021,20.4,7.4,72.2,51.335136,34.604504,14.060361,13.5,4,0.7,88.6930648755,11.1836868039,4.2547728909,7.9919458767,8.5634548772
"54","AUT","Austria",2022,21.4,8.5,70.1,50.394012,35.553291,14.052697,16.5,4,0.7,88.6930648755,11.1836868039,4.2547728909,7.8826444055,8.5634548772
"55","AUT","Austria",2023,22.6,8.2,69.2,49.39591599,36.61970901,13.98437786,16.3,NA,0.8,89.6883561137,10.3116438863,4.2547728909,7.696147497,8.5634548772
"56","AUT","Austria",2024,NA,NA,NA,49.1891670227051,37.7356567382812,13.0751733779907,NA,NA,NA,NA,NA,4.2547728909,7.696147497,8.5634548772
"57","BEL","Belgium",2007,17.7,8.3,74,NA,NA,NA,NA,NA,NA,NA,NA,6.6599736463,7.5289745505,7.693840164
"58","BEL","Belgium",2008,17.9,8.2,73.9,NA,NA,NA,NA,NA,NA,NA,NA,6.6599736463,7.5289745505,7.693840164
"59","BEL","Belgium",2009,17.8,8.7,73.5,NA,NA,NA,NA,NA,NA,NA,NA,6.6599736463,7.5289745505,7.693840164
"60","BEL","Belgium",2010,17.9,9.1,73,NA,NA,NA,155.3,8.3,1.7,92.2556829548,7.2894478448,6.6599736463,7.5289745505,7.693840164
"61","BEL","Belgium",2011,16.9,9.6,73.5,NA,NA,NA,147.1,8.47,1.9,92.2251127146,7.539228011,6.6599736463,7.5289745505,7.693840164
"62","BEL","Belgium",2012,16.7,8.8,74.5,NA,NA,NA,129.7,7.46,1.9,92.2251127146,7.539228011,6.6599736463,7.5289745505,7.693840164
"63","BEL","Belgium",2013,17.1,8.6,74.3,NA,NA,NA,116.2,7.12,1.8,92.2251127146,7.539228011,6.6599736463,7.5289745505,7.693840164
"64","BEL","Belgium",2014,15.8,9.2,75,36.695625,36.855022,26.44935,118.3,6.65,1.9,91.7445894772,8.0603379761,6.6599736463,7.5800243702,7.9174943832
"65","BEL","Belgium",2015,16,9.4,74.6,37.819675,36.857422,25.322903,110.1,6.55,2,91.7445894772,8.0603379761,6.6599736463,7.5800243702,7.9174943832
"66","BEL","Belgium",2016,17,9.2,73.9,37.59021,37.503956,24.905834,98.1,5.98,1.5,91.7445894772,8.0603379761,6.6599736463,7.5800243702,7.9174943832
"67","BEL","Belgium",2017,16.9,8.6,74.5,36.540157,40.257053,23.202787,92,5.47,1.7,90.6998144251,8.764922919,6.6599736463,7.5800243702,7.9174943832
"68","BEL","Belgium",2018,16.4,8.7,74.9,37.588238,40.638546,21.773218,79.4,4.87,1.7,90.6998144251,8.764922919,6.6599736463,7.5800243702,7.9174943832
"69","BEL","Belgium",2019,16.9,9.1,74,38.016045,40.67009,21.313864,75.4,5,1.3,90.6998144251,8.764922919,5.3272416276,7.5479577814,7.9374506945
"70","BEL","Belgium",2020,16.8,7.8,75.4,37.338799,42.442284,20.218918,57,4,1.3,90.8298792149,8.5784272563,5.3272416276,7.5479577814,7.9374506945
"71","BEL","Belgium",2021,15.7,8,76.3,36.653629,44.873066,18.473303,57.3,5,1.4,90.8298792149,8.5784272563,5.3272416276,7.5479577814,7.9374506945
"72","BEL","Belgium",2022,16.7,8,75.3,36.669788,45.769352,17.56086,66.7,5,1.6,90.8298792149,8.5784272563,5.3272416276,7.5772294915,7.9374506945
"73","BEL","Belgium",2023,16.1,8.4,75.4,37.35544968,44.80752182,17.8370266,69,4.3,1.4,90.2144180111,9.5595297424,5.3272416276,7.681908677,7.9374506945
"74","BEL","Belgium",2024,NA,NA,NA,37.7716827392578,45.0329208374023,17.1953964233398,NA,NA,NA,NA,NA,5.3272416276,7.681908677,7.9374506945
"75","BGR","Bulgaria",2008,23.9,13.9,62.2,NA,NA,NA,NA,NA,NA,NA,NA,8.5790494691,4.7706767102,5.6608785406
"76","BGR","Bulgaria",2009,21.8,13,65.2,NA,NA,NA,NA,NA,NA,NA,NA,8.5790494691,4.7706767102,5.6608785406
"77","BGR","Bulgaria",2010,20.6,12.3,67.1,NA,NA,NA,53.2,10.1,1.9,81.5910135204,15.1642594275,8.5790494691,4.7706767102,5.6608785406
"78","BGR","Bulgaria",2011,21.1,11.9,67.1,NA,NA,NA,44,8.72,1.6,83.2793867313,15.5849129371,8.5790494691,4.7706767102,5.6608785406
"79","BGR","Bulgaria",2012,21.5,11.9,66.6,NA,NA,NA,42.4,8.05,1.8,83.2793867313,15.5849129371,8.5790494691,4.7706767102,5.6608785406
"80","BGR","Bulgaria",2013,22.2,11.6,66.3,NA,NA,NA,50,8.38,1.5,83.2793867313,15.5849129371,8.5790494691,4.7706767102,5.6608785406
"81","BGR","Bulgaria",2014,22.1,12.1,65.7,NA,NA,NA,52.6,9.16,1.6,89.9007832032,9.2650005076,8.5790494691,5.3559495373,6.5620472478
"82","BGR","Bulgaria",2015,22.4,12.3,65.4,NA,NA,NA,NA,9.61,1.8,89.9007832032,9.2650005076,8.5790494691,5.3559495373,6.5620472478
"83","BGR","Bulgaria",2016,23.2,11.1,65.7,NA,NA,NA,NA,9.57,1.2,89.9007832032,9.2650005076,8.5790494691,5.3559495373,6.5620472478
"84","BGR","Bulgaria",2017,22.4,11,66.5,NA,NA,NA,NA,8.41,1.4,93.1428503554,6.1626653604,8.5790494691,5.3559495373,6.5620472478
"85","BGR","Bulgaria",2018,23,10.8,66.3,NA,NA,NA,4.9,8.13,1.4,93.1428503554,6.1626653604,8.5790494691,5.3559495373,6.5620472478
"86","BGR","Bulgaria",2019,23.6,9.3,67.1,NA,NA,NA,4.7,NA,1.2,93.1428503554,6.1626653604,7.5928567871,5.6635483578,6.0258107115
"87","BGR","Bulgaria",2020,24.2,9.2,66.6,NA,NA,NA,6.4,NA,1,91.0492372263,8.2008952037,7.5928567871,5.6635483578,6.0258107115
"88","BGR","Bulgaria",2021,23.8,8.7,67.5,NA,NA,NA,4.7,NA,1.4,91.0492372263,8.2008952037,7.5928567871,5.6635483578,6.0258107115
"89","BGR","Bulgaria",2022,24.5,7.4,68.1,NA,NA,NA,5.6,NA,1.2,91.0492372263,8.2008952037,7.5928567871,5.5609930211,6.0258107115
"90","BGR","Bulgaria",2023,26.5,8.4,65.1,NA,NA,NA,4.9,NA,1.1,92.9535528324,6.5232594261,7.5928567871,5.8810288066,6.0258107115
"91","BRA","Brazil",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.1901925088,10.040364257,NA,NA,NA
"92","BRA","Brazil",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2138927847,8.9030057794,NA,NA,NA
"93","BRA","Brazil",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2138927847,8.9030057794,NA,NA,NA
"94","BRA","Brazil",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2138927847,8.9030057794,NA,NA,NA
"95","BRA","Brazil",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.1466072694,9.373187654,NA,NA,NA
"96","BRA","Brazil",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.1466072694,9.373187654,NA,NA,NA
"97","BRA","Brazil",2016,NA,NA,NA,34.312836,16.858622,48.828545,NA,NA,NA,90.1466072694,9.373187654,NA,NA,NA
"98","BRA","Brazil",2017,NA,NA,NA,34.811878,17.146753,48.041367,NA,NA,NA,88.8960063047,10.4121931467,NA,NA,NA
"99","BRA","Brazil",2018,NA,NA,NA,35.321396,18.355165,46.323441,NA,NA,NA,88.8960063047,10.4121931467,NA,NA,NA
"100","BRA","Brazil",2019,NA,NA,NA,36.135487,18.71954,45.144974,NA,NA,NA,88.8960063047,10.4121931467,NA,NA,NA
"101","BRA","Brazil",2020,NA,NA,NA,37.869579,20.057917,42.072502,NA,NA,NA,83.2240948759,16.2013095776,NA,NA,NA
"102","BRA","Brazil",2021,NA,NA,NA,37.742687,20.678915,41.5784,NA,NA,NA,83.2240948759,16.2013095776,NA,NA,NA
"103","BRA","Brazil",2022,NA,NA,NA,38.093204,20.966524,40.940269,NA,NA,NA,83.2240948759,16.2013095776,NA,NA,NA
"104","BRA","Brazil",2023,NA,NA,NA,38.58210754,21.53577805,39.88211441,NA,NA,NA,85.9872792907,13.6134404143,NA,NA,NA
"105","CAN","Canada",1998,NA,NA,NA,40.421432,38.258327,21.320238,NA,NA,NA,NA,NA,13.42,8,7.9
"106","CAN","Canada",1999,NA,NA,NA,40.206757,39.376038,20.417206,NA,NA,NA,NA,NA,13.42,8,7.9
"107","CAN","Canada",2000,NA,NA,NA,40.561737,40.105782,19.332481,NA,NA,NA,NA,NA,13.42,8,7.9
"108","CAN","Canada",2001,NA,NA,NA,40.106728,41.881519,18.011751,NA,NA,NA,NA,NA,13.42,8,7.9
"109","CAN","Canada",2002,NA,NA,NA,39.804909,42.873188,17.321903,NA,NA,NA,NA,NA,13.42,8,7.9
"110","CAN","Canada",2003,NA,NA,NA,39.608646,44.123833,16.267523,NA,NA,NA,NA,NA,13.42,8,7.9
"111","CAN","Canada",2004,NA,NA,NA,39.76453,44.548969,15.686501,NA,NA,NA,NA,NA,13.42,8,7.9
"112","CAN","Canada",2005,NA,NA,NA,39.206749,45.976749,14.816504,NA,NA,NA,NA,NA,13.42,8,7.9
"113","CAN","Canada",2006,NA,NA,NA,38.661331,46.881516,14.457152,NA,NA,NA,NA,NA,13.42,8,7.9
"114","CAN","Canada",2007,8.8,2.9,88.2,38.323586,48.181564,13.494848,NA,NA,NA,NA,NA,13.42,8,7.9
"115","CAN","Canada",2008,8.7,3.1,88.1,38.289677,48.706802,13.003522,NA,NA,NA,NA,NA,13.42,8,7.9
"116","CAN","Canada",2009,8.8,2.5,88.5,38.241207,49.290722,12.468069,NA,NA,NA,NA,NA,13.42,8,7.9
"117","CAN","Canada",2010,9,2.9,88.1,37.95142,50.311695,11.736887,272,8,1.6,94.2493471019,5.4735667501,13.42,8,7.9
"118","CAN","Canada",2011,9,2.8,88.2,37.5986366271973,50.9916839599609,11.4096822738647,240.1,7,1.8,93.4180978701,6.4590620869,13.42,8,7.9
"119","CAN","Canada",2012,8.5,2.7,88.8,36.7019577026367,52.1757545471191,11.1222867965698,224.9,8,1.6,93.4180978701,6.4590620869,13.42,8,7.9
"120","CAN","Canada",2013,8.5,2.8,88.7,36.6339225769043,52.8339538574219,10.5321216583252,206.7,7,1.5,93.4180978701,6.4590620869,13.42,8,7.9
"121","CAN","Canada",2014,8.8,3.1,88.1,36.4988250732422,53.4098625183105,10.0913124084473,208.9,6,1.5,92.570264414,7.2782276515,13.42,8,7.9
"122","CAN","Canada",2015,8,3.1,89,35.3686408996582,54.9792327880859,9.65212917327881,220.7,6,1.7,92.570264414,7.2782276515,13.42,8.1,7.9
"123","CAN","Canada",2016,8.5,3.1,88.4,34.5337448120117,55.9659957885742,9.50025749206543,218.9,6,1.7,92.570264414,7.2782276515,13.42,8.1,7.9
"124","CAN","Canada",2017,8.3,3.2,88.5,34.6950263977051,56.3423500061035,8.96262550354004,232.9,6,1.8,92.3938938717,7.2483153403,13.42,8.1,7.7
"125","CAN","Canada",2018,8.5,2.9,88.6,34.0066833496094,57.5587272644043,8.43458843231201,232.3,6,1.8,92.3938938717,7.2483153403,13.42,8.1,7.7
"126","CAN","Canada",2019,8.3,2.8,88.8,32.7667465209961,59.0202560424805,8.21299648284912,231.4,6,1.8,92.3938938717,7.2483153403,13.42,8.1,7.7
"127","CAN","Canada",2020,8.2,2.8,89,32.5883979797363,59.8430671691895,7.5685338973999,205.5,5,2,92.7134402267,7.128981347,13.42,8,7.7
"128","CAN","Canada",2021,8.9,2.8,88.3,31.1378135681152,61.9146499633789,6.94753503799438,217.8,NA,2.1,92.7134402267,7.128981347,13.42,7.9,7.7
"129","CAN","Canada",2022,10.6,3.6,85.8,30.4543895721436,62.702808380127,6.84280204772949,NA,NA,NA,92.7134402267,7.128981347,13.85,7.5,7.7
"130","CAN","Canada",2023,11.2,3.2,85.6,30.0551948547363,63.249340057373,6.69546413421631,NA,NA,NA,90.0227637785,9.6693658245,12.86,7.4,7.7
"131","CAN","Canada",2024,NA,NA,NA,28.8999805450439,64.6622467041016,6.43776845932007,NA,NA,NA,NA,NA,12.86,7.4,7.7
"132","CHE","Switzerland",2007,11.9,4.1,84,NA,NA,NA,NA,NA,NA,NA,NA,4.0682019164,8.152,8.634
"133","CHE","Switzerland",2008,15.6,3.2,81.3,NA,NA,NA,NA,NA,NA,NA,NA,4.0682019164,8.152,8.634
"134","CHE","Switzerland",2009,15.7,3.4,80.9,NA,NA,NA,NA,NA,NA,NA,NA,4.0682019164,8.152,8.634
"135","CHE","Switzerland",2010,15,3.5,81.5,NA,NA,NA,96.5,6,0.7,NA,NA,4.0682019164,8.152,8.634
"136","CHE","Switzerland",2011,15.2,3.6,81.2,NA,NA,NA,94.5,4.51,0.6,NA,NA,4.0682019164,8.151,8.663
"137","CHE","Switzerland",2012,14.9,3.1,81.9,NA,NA,NA,95.6,4.49,0.6,94.3941854256,5.2972138795,4.0682019164,8.201,8.674
"138","CHE","Switzerland",2013,15.6,3.7,80.7,NA,NA,NA,77.5,4.24,0.7,NA,NA,4.0682019164,8.047416135,8.6764894493
"139","CHE","Switzerland",2014,17.2,4.3,78.5,48.795288,38.428497,12.776213,80.1,3.6,0.5,93.994890079,5.831501926,4.0682019164,8.018,8.658
"140","CHE","Switzerland",2015,16.2,4.1,79.7,47.512451,39.782719,12.704829,75.9,4.01,0.7,93.994890079,5.831501926,4.0682019164,7.949,8.537
"141","CHE","Switzerland",2016,17.9,4.5,77.6,46.200405,41.235474,12.564119,71.9,3.52,0.5,93.994890079,5.831501926,4.0682019164,7.953,8.55
"142","CHE","Switzerland",2017,15.7,4.1,80.2,45.213757,42.594601,12.191644,78.3,3.66,0.5,93.606401065,5.6748743539,4.0682019164,7.961845982,8.636507544
"143","CHE","Switzerland",2018,15.1,4.3,80.7,44.65678,43.744415,11.598805,89.3,3.93,0.6,93.606401065,5.6748743539,4.0682019164,7.963366268,8.6240742552
"144","CHE","Switzerland",2019,14.6,4.2,81.2,44.594387,44.412537,10.993076,101.2,NA,0.5,93.606401065,5.6748743539,4.044681985,8.025741548,8.648489486
"145","CHE","Switzerland",2020,13.1,3.6,83.3,44.002632,45.277538,10.719828,111.5,NA,0.5,91.9178578661,7.9386646288,4.044681985,8.078755342,8.686494916
"146","CHE","Switzerland",2021,14.3,3.9,81.9,42.422638,45.002983,12.57438,144.3,NA,0.5,91.9178578661,7.9386646288,4.044681985,7.894695279,8.644956502
"147","CHE","Switzerland",2022,15.8,4,80.2,41.45244598,44.49095535,14.05659866,213,NA,0.5,91.9178578661,7.9386646288,4.044681985,7.9759560666,8.6142002878
"148","CHE","Switzerland",2023,16.4,4.4,79.3,40.2201767,46.03606415,13.7437582,302.5,NA,0.6,91.2504634678,8.6662988839,4.044681985,7.8221484851,8.6142002878
"149","CHE","Switzerland",2024,NA,NA,NA,39.736198425293,46.4574165344238,13.8063831329346,NA,NA,NA,NA,NA,4.044681985,7.8221484851,8.6142002878
"150","CHL","Chile",2009,34.6,6.2,59.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","CHL","Chile",2010,NA,NA,NA,NA,NA,NA,180.2,13,3.2,82.5281598069,16.8087974581,NA,NA,NA
"152","CHL","Chile",2011,NA,NA,NA,NA,NA,NA,201.3,13,3.7,84.2315560557,15.3878676276,NA,NA,NA
"153","CHL","Chile",2012,NA,NA,NA,NA,NA,NA,189.3,12,3.2,84.2315560557,15.3878676276,NA,NA,NA
"154","CHL","Chile",2013,29.9,5.6,64.5,NA,NA,NA,177.3,13,3.1,84.2315560557,15.3878676276,NA,NA,NA
"155","CHL","Chile",2014,NA,NA,NA,NA,NA,NA,184.7,12,3.6,83.9004395447,15.5881310897,NA,NA,NA
"156","CHL","Chile",2015,35.4,7.3,57.4,NA,NA,NA,177.8,11,3.4,83.9004395447,15.5881310897,NA,NA,NA
"157","CHL","Chile",2016,NA,NA,NA,NA,NA,NA,163.9,12,3.1,83.9004395447,15.5881310897,NA,NA,NA
"158","CHL","Chile",2017,33.7,6.6,59.7,NA,NA,NA,160.5,10,3.3,87.6780513845,11.9910661701,NA,NA,NA
"159","CHL","Chile",2018,NA,NA,NA,NA,NA,NA,129.5,10,3.5,87.6780513845,11.9910661701,NA,NA,NA
"160","CHL","Chile",2019,NA,NA,NA,NA,NA,NA,121.3,11,3.3,87.6780513845,11.9910661701,NA,NA,NA
"161","CHL","Chile",2020,NA,NA,50.5,NA,NA,NA,105.2,9,4.2,88.3515295569,11.0452196128,NA,NA,NA
"162","CHL","Chile",2021,42.7,6.8,50.5,NA,NA,NA,120.3,10,3.3,88.3515295569,11.0452196128,NA,NA,NA
"163","CHL","Chile",2022,NA,NA,NA,NA,NA,NA,168.1,9,4.5,88.3515295569,11.0452196128,NA,NA,NA
"164","CHL","Chile",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.1859348408,11.4686958339,NA,NA,NA
"165","COL","Colombia",2010,NA,NA,NA,25.809668,16.965132,57.225201,48.5,13,35.1,88.2866642097,11.3242080664,NA,8.2624974606,NA
"166","COL","Colombia",2011,NA,NA,NA,26.495913,17.596003,55.908085,68.7,13,36.2,90.3359269451,9.3248418582,NA,8.2624974606,NA
"167","COL","Colombia",2012,NA,NA,NA,26.829765,18.511864,54.658371,70.6,13,36.5,90.3359269451,9.3248418582,NA,8.2624974606,NA
"168","COL","Colombia",2013,NA,NA,NA,27.146582,20.17317,52.680248,70.5,14,33.9,90.3359269451,9.3248418582,NA,8.2624974606,NA
"169","COL","Colombia",2014,NA,NA,NA,27.490496,21.273142,51.236362,68.9,14,29.1,88.9432781267,10.6506962139,NA,8.2624974606,NA
"170","COL","Colombia",2015,NA,NA,NA,28.54303932,21.34918785,50.10777283,75.5,15,27.6,88.9432781267,10.6506962139,NA,8.2624974606,NA
"171","COL","Colombia",2016,NA,NA,NA,29.8934021,22.15239143,47.95420837,84,15,26.5,88.9432781267,10.6506962139,NA,8.2624974606,NA
"172","COL","Colombia",2017,NA,NA,NA,30.89927483,22.42420006,46.67652512,87.8,14,25.8,87.8805038965,11.501346432,NA,8.2624974606,NA
"173","COL","Colombia",2018,18.2,1.3,80.6,31.42100143,23.32360077,45.2553978,88.1,15,26.8,87.8805038965,11.501346432,NA,8.2624974606,NA
"174","COL","Colombia",2019,18.3,1.3,80.4,32.537117,23.88907623,43.57380676,93.4,14,26.2,87.8805038965,11.501346432,NA,8.1553547477,NA
"175","COL","Colombia",2020,NA,NA,NA,33.81105042,24.66770554,41.52124405,72.1,11,24.3,81.9314673478,17.7147964997,NA,7.9961009,NA
"176","COL","Colombia",2021,NA,NA,NA,34.10258102,26.59546471,39.30195236,87.2,15,25.5,81.9314673478,17.7147964997,NA,8.0079579,NA
"177","COL","Colombia",2022,NA,NA,NA,33.85461044,28.27330399,37.87208557,95.9,NA,NA,81.9314673478,17.7147964997,NA,7.92084445,NA
"178","COL","Colombia",2023,NA,NA,NA,34.27626038,28.94097328,36.78276825,95.6,NA,NA,84.8937983022,14.5285183624,NA,7.92084445,NA
"179","COL","Colombia",2024,NA,NA,NA,36.787841796875,30.5603103637695,32.6518478393555,NA,NA,NA,NA,NA,NA,7.92084445,NA
"180","CRI","Costa Rica",1998,NA,NA,NA,14.484394,17.31354,68.202065,NA,NA,NA,NA,NA,NA,NA,NA
"181","CRI","Costa Rica",1999,NA,NA,NA,15.12309,17.035275,67.841637,NA,NA,NA,NA,NA,NA,NA,NA
"182","CRI","Costa Rica",2000,NA,NA,NA,13.91602,16.448679,69.6353,NA,NA,NA,NA,NA,NA,NA,NA
"183","CRI","Costa Rica",2001,NA,NA,NA,13.879825,17.826429,68.293747,NA,NA,NA,NA,NA,NA,NA,NA
"184","CRI","Costa Rica",2002,NA,NA,NA,14.401133,18.362774,67.236092,NA,NA,NA,NA,NA,NA,NA,NA
